indent_style,"""space""",use soft tabs (spaces) for indentation,Core editorconfig formatting - indentation
indent_style,"""tab""",use hard tabs for indentation,Core editorconfig formatting - indentation
csharp_indent_block_contents,"""false""",<<Undocumented - CUT>>,Formatting - indentation options
csharp_indent_block_contents,"""true""",<<Undocumented - CUT>>,Formatting - indentation options
csharp_indent_braces,"""false""",<<Undocumented - CUT>>,Formatting - indentation options
csharp_indent_braces,"""true""",<<Undocumented - CUT>>,Formatting - indentation options
csharp_indent_case_contents,"""false""",do not indent switch case contents.,Formatting - indentation options
csharp_indent_case_contents,"""true""",indent switch case contents.,Formatting - indentation options
csharp_indent_case_contents_when_block,"""false""",<<Undocumented>>,Formatting - indentation options
csharp_indent_case_contents_when_block,"""true""",<<Undocumented>>,Formatting - indentation options
csharp_indent_labels,"""flush_left""",Labels are placed at the leftmost column,Formatting - indentation options
csharp_indent_labels,"""no_change""",Labels are placed at the same indent as the current context,Formatting - indentation options
csharp_indent_labels,"""one_less_than_current""",Labels are placed at one less indent to the current context,Formatting - indentation options
csharp_indent_switch_labels,"""false""",do not indent switch labels,Formatting - indentation options
csharp_indent_switch_labels,"""true""",indent switch labels,Formatting - indentation options
csharp_new_line_before_catch,"""false""",place catch statements on the same line,Formatting - new line options
csharp_new_line_before_catch,"""true""",place catch statements on a new line,Formatting - new line options
csharp_new_line_before_else,"""false""",place else statements on the same line,Formatting - new line options
csharp_new_line_before_else,"""true""",place else statements on a new line,Formatting - new line options
csharp_new_line_before_finally,"""false""",require finally statements to be on the same line as the closing brace,Formatting - new line options
csharp_new_line_before_finally,"""true""",require finally statements to be on a new line after the closing brace,Formatting - new line options
csharp_new_line_before_members_in_anonymous_types,"""false""",require members of anonymous types to be on the same line,Formatting - new line options
csharp_new_line_before_members_in_anonymous_types,"""true""",require members of anonymous types to be on separate lines,Formatting - new line options
csharp_new_line_before_members_in_object_initializers,"""false""",require members of object initializers to be on the same line,Formatting - new line options
csharp_new_line_before_members_in_object_initializers,"""true""",require members of object intializers to be on separate lines,Formatting - new line options
csharp_new_line_before_open_brace,,"Require braces to be on a new line for {} (also known as ""Allman"" style)",Formatting - new line options
csharp_new_line_between_query_expression_clauses,"""false""",require elements of query expression clauses to be on the same line,Formatting - new line options
csharp_new_line_between_query_expression_clauses,"""true""",require elements of query expression clauses to be on separate lines,Formatting - new line options
dotnet_sort_system_directives_first,"""false""",do not place System.* using directives before other using directives,Formatting - organize using options
dotnet_sort_system_directives_first,"""true""","sort System.* using directives alphabetically, and place them before other usings",Formatting - organize using options
csharp_space_after_cast,"""false""",require NO space between a cast and the value,Formatting - spacing options
csharp_space_after_cast,"""true""",require a space between a cast and the value,Formatting - spacing options
csharp_space_after_colon_in_inheritance_clause,"""false""",require _no_ space before the colon for bases or interfaces in a type declaration,Formatting - spacing options
csharp_space_after_colon_in_inheritance_clause,"""true""",require a space before the colon for bases or interfaces in a type declaration,Formatting - spacing options
csharp_space_after_comma,"""false""",<<Undocumented - CUT>>,Formatting - spacing options
csharp_space_after_comma,"""true""",<<Undocumented - CUT>>,Formatting - spacing options
csharp_space_after_dot,"""false""",<<Undocumented - CUT>>,Formatting - spacing options
csharp_space_after_dot,"""true""",<<Undocumented - CUT>>,Formatting - spacing options
csharp_space_after_keywords_in_control_flow_statements,"""false""",require NO space after a keyword in a control flow statement such as a for loop,Formatting - spacing options
csharp_space_after_keywords_in_control_flow_statements,"""true""",require a space after a keyword in a control flow statement such as a for loop,Formatting - spacing options
csharp_space_after_semicolon_in_for_statement,"""false""",<<Undocumented - CUT>>,Formatting - spacing options
csharp_space_after_semicolon_in_for_statement,"""true""",<<Undocumented - CUT>>,Formatting - spacing options
csharp_space_around_binary_operators,"""before_and_after""",Insert space before and after the binary operator,Formatting - spacing options
csharp_space_around_binary_operators,"""ignore""",Ignore spaces around binary operators,Formatting - spacing options
csharp_space_around_binary_operators,"""none""",Remove spaces before and after the binary operator,Formatting - spacing options
csharp_space_around_declaration_statements,"""true""",ignore spaces around variable declarations,Formatting - spacing options
csharp_space_around_declaration_statements,"""false""",require a space a single space around variable declarations,Formatting - spacing options
csharp_space_before_colon_in_inheritance_clause,"""false""",require _no_ space before the colon for bases or interfaces in a type declaration,Formatting - spacing options
csharp_space_before_colon_in_inheritance_clause,"""true""",require a space before the colon for bases or interfaces in a type declaration,Formatting - spacing options
csharp_space_before_comma,"""false""",<<Undocumented - CUT>>,Formatting - spacing options
csharp_space_before_comma,"""true""",<<Undocumented - CUT>>,Formatting - spacing options
csharp_space_before_dot,"""false""",<<Undocumented - CUT>>,Formatting - spacing options
csharp_space_before_dot,"""true""",<<Undocumented - CUT>>,Formatting - spacing options
csharp_space_before_open_square_brackets,"""false""",<<Undocumented - CUT>>,Formatting - spacing options
csharp_space_before_open_square_brackets,"""true""",<<Undocumented - CUT>>,Formatting - spacing options
csharp_space_before_semicolon_in_for_statement,"""false""",<<Undocumented - CUT>>,Formatting - spacing options
csharp_space_before_semicolon_in_for_statement,"""true""",<<Undocumented - CUT>>,Formatting - spacing options
